Data file,,RA0.3_HEF_12C_001_45MINS_NOLIDONBOX.TSV,,,,,,,,,,
Configuration file,,TE77 CHILLER-ECKOLD.CFG,,,,,,,,,,
Calibration file,,TE77 CHILLER.CAL,,,,,,,,,,
Test control file,,DEARMANBENCHMARK_12DEG_45MINS.TSF,,,,,,,,,,
,,,,,,,,,,,,
User,,David Eckold,,,,,,,,,,
Date,,22/03/2016,,,,,,,,,,
Lubricant,,HEF,,,,,,,,,,
Specimens,,Al on PTFE,,,,,,,,,,
Temp,,12,,,,,,,,,,
Notes,,"Grit 320, No lid on box",,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Test started at 10:26:05 on 22/03/2016,,,,,,,,,,,,
,Time,This Step,Step Time,Test Time,Friction Force (N),Frequency (Hz),Load (N),Specimen Temperature (Chiller) (øC),Friction Coeff,Friction Range (N),Contact Pot (mV),Force Input (Volts)
,11:07:06,4,2700,2460.8,2.11,13.3,9,11.5,0.235,10,0.2,1.97
,11:07:07,4,2700,2461.8,2.09,13.3,9,11.5,0.24,10,0.2,1.96
,11:07:08,4,2700,2462.8,2.07,13.3,9,11.5,0.238,10,0.2,1.94
,11:07:09,4,2700,2463.8,2.06,13.3,9,11.5,0.23,10,0.2,1.93
,11:07:10,4,2700,2464.8,2.06,13.3,9,11.6,0.236,10,0.2,1.93
,11:07:11,4,2700,2465.8,2.06,13.3,9,11.6,0.236,10,0.2,1.93
,11:07:12,4,2700,2466.8,2.07,13.3,9,11.6,0.237,10,0.2,1.94
,11:07:13,4,2700,2467.8,2.08,13.3,9,11.6,0.232,10,0.2,1.95
,11:07:14,4,2700,2468.8,2.09,13.3,9,11.6,0.232,10,0.2,1.95
,11:07:15,4,2700,2469.8,2.08,13.3,9,11.6,0.239,10,0.2,1.95
,11:07:16,4,2700,2470.8,2.08,13.3,9,11.6,0.232,10,0.2,1.95
,11:07:17,4,2700,2471.8,2.09,13.3,9,11.7,0.233,10,0.2,1.96
,11:07:18,4,2700,2472.8,2.1,13.3,9,11.7,0.234,10,0.2,1.97
,11:07:19,4,2700,2473.8,2.11,13.3,9,11.7,0.235,10,0.2,1.97
,11:07:20,4,2700,2474.8,2.11,13.3,9,11.7,0.235,10,0.2,1.98
,11:07:21,4,2700,2475.8,2.11,13.3,9,11.7,0.243,10,0.2,1.98
,11:07:22,4,2700,2476.8,2.11,13.3,9,11.7,0.236,10,0.2,1.98
,11:07:23,4,2700,2477.8,2.12,13.3,9,11.8,0.236,10,0.2,1.98
,11:07:24,4,2700,2478.8,2.12,13.3,9,11.8,0.236,10,0.2,1.99
,11:07:25,4,2700,2479.8,2.12,13.3,9,11.8,0.237,10,0.2,1.99
,11:07:26,4,2700,2480.8,2.12,13.3,9,11.8,0.237,10,0.2,1.99
,11:07:27,4,2700,2481.8,2.13,13.3,9,11.8,0.231,10,0.2,2
,11:07:28,4,2700,2482.8,2.13,13.3,9,11.9,0.231,10,0.2,1.99
,11:07:29,4,2700,2483.8,2.12,13.3,9,11.9,0.236,10,0.2,1.98
,11:07:30,4,2700,2484.8,2.11,13.3,9,11.9,0.229,10,0.2,1.98
,11:07:31,4,2700,2485.8,2.11,13.3,9,11.9,0.228,10,0.2,1.98
,11:07:32,4,2700,2486.8,2.12,13.3,9,11.9,0.223,10,0.2,1.98
,11:07:33,4,2700,2487.8,2.12,13.3,9,11.9,0.224,10,0.2,1.99
,11:07:34,4,2700,2488.8,2.12,13.3,9,11.9,0.224,10,0.2,1.99
,11:07:35,4,2700,2489.8,2.13,13.3,9,12,0.231,10,0.2,1.99
,11:07:36,4,2700,2490.8,2.13,13.3,9,12,0.237,10,0.2,1.99
,11:07:37,4,2700,2491.8,2.13,13.3,9,12,0.238,10,0.2,2
,11:07:38,4,2700,2492.8,2.13,13.3,9,12,0.237,10,0.2,1.99
,11:07:39,4,2700,2493.8,2.12,13.3,9,12,0.236,10,0.2,1.98
,11:07:40,4,2700,2494.8,2.1,13.3,9,12.1,0.234,10,0.2,1.97
,11:07:41,4,2700,2495.8,2.09,13.3,9,12.1,0.233,10,0.2,1.96
,11:07:42,4,2700,2496.8,2.08,13.3,9,12.1,0.232,10,0.2,1.95
,11:07:43,4,2700,2497.8,2.08,13.3,9,12.1,0.238,10,0.2,1.95
,11:07:44,4,2700,2498.8,2.08,13.3,9,12.1,0.238,10,0.2,1.95
,11:07:45,4,2700,2499.8,2.08,13.3,9,12.2,0.239,10,0.2,1.95
,11:07:46,4,2700,2500.8,2.08,13.3,9,12.2,0.232,10,0.2,1.95
,11:07:47,4,2700,2501.8,2.08,13.3,9,12.2,0.231,10,0.2,1.94
,11:07:48,4,2700,2502.8,2.08,13.3,9,12.2,0.231,10,0.2,1.94
,11:07:49,4,2700,2503.8,2.08,13.3,9,12.2,0.231,10,0.2,1.94
,11:07:50,4,2700,2504.8,2.08,13.3,9,12.3,0.239,10,0.2,1.95
,11:07:51,4,2700,2505.8,2.1,13.3,9,12.3,0.234,10,0.2,1.97
,11:07:52,4,2700,2506.8,2.11,13.3,9,12.3,0.228,10,0.2,1.98
,11:07:53,4,2700,2507.8,2.12,13.3,9,12.3,0.223,10,0.2,1.98
,11:07:54,4,2700,2508.8,2.12,13.3,9,12.3,0.223,10,0.2,1.98
,11:07:55,4,2700,2509.8,2.12,13.3,9,12.3,0.224,10,0.2,1.99
,11:07:56,4,2700,2510.8,2.12,13.3,9,12.4,0.23,10,0.2,1.99
,11:07:57,4,2700,2511.8,2.12,13.3,9,12.4,0.236,10,0.2,1.98
,11:07:58,4,2700,2512.8,2.1,13.3,9,12.4,0.234,10,0.2,1.97
,11:07:59,4,2700,2513.8,2.08,13.3,9,12.4,0.232,10,0.2,1.94
,11:08:00,4,2700,2514.8,2.07,13.3,9,12.4,0.23,10,0.2,1.94
,11:08:01,4,2700,2515.8,2.07,13.3,9,12.4,0.237,10,0.2,1.94
,11:08:02,4,2700,2516.8,2.08,13.3,9,12.5,0.238,10,0.2,1.94
,11:08:03,4,2700,2517.8,2.08,13.3,9,12.5,0.239,10,0.2,1.95
,11:08:04,4,2700,2518.8,2.09,13.3,9,12.5,0.24,10,0.2,1.96
,11:08:05,4,2700,2519.8,2.1,13.3,9,12.5,0.241,10,0.2,1.97
,11:08:06,4,2700,2520.8,2.11,13.3,9,12.5,0.235,10,0.2,1.97
,11:08:07,4,2700,2521.8,2.12,13.3,9,12.5,0.236,10,0.2,1.99
,11:08:08,4,2700,2522.8,2.12,13.3,9,12.6,0.236,10,0.2,1.99
,11:08:09,4,2700,2523.8,2.12,13.3,9,12.6,0.236,10,0.2,1.98
,11:08:10,4,2700,2524.8,2.11,13.3,9,12.6,0.235,10,0.2,1.97
,11:08:11,4,2700,2525.8,2.11,13.3,9,12.6,0.235,10,0.2,1.97
,11:08:12,4,2700,2526.8,2.11,13.3,9,12.6,0.236,10,0.2,1.98
,11:08:13,4,2700,2527.8,2.13,13.3,9,12.6,0.237,10,0.2,1.99
,11:08:14,4,2700,2528.8,2.14,13.3,9,12.6,0.238,10,0.2,2
,11:08:15,4,2700,2529.8,2.15,13.3,9,12.7,0.239,10,0.2,2.01
,11:08:16,4,2700,2530.8,2.15,13.3,9,12.7,0.232,10,0.2,2.01
,11:08:17,4,2700,2531.8,2.14,13.3,9,12.7,0.239,10,0.2,2.01
,11:08:18,4,2700,2532.8,2.14,13.3,9,12.7,0.238,10,0.2,2
,11:08:19,4,2700,2533.8,2.13,13.3,9,12.7,0.23,10,0.2,1.99
,11:08:20,4,2700,2534.8,2.12,13.3,9,12.8,0.224,10,0.2,1.99
,11:08:21,4,2700,2535.8,2.12,13.3,9,12.8,0.224,10,0.2,1.99
,11:08:22,4,2700,2536.8,2.12,13.3,9,12.8,0.23,10,0.2,1.99
,11:08:23,4,2700,2537.8,2.12,13.3,9,12.8,0.23,10,0.2,1.99
,11:08:24,4,2700,2538.8,2.12,13.3,9,12.8,0.236,10,0.2,1.98
,11:08:25,4,2700,2539.8,2.11,13.3,9,12.9,0.235,10,0.2,1.97
,11:08:26,4,2700,2540.8,2.11,13.3,9,12.9,0.235,10,0.2,1.98
,11:08:27,4,2700,2541.8,2.12,13.3,9,12.9,0.23,10,0.2,1.99
,11:08:28,4,2700,2542.8,2.13,13.3,9,12.9,0.237,10,0.2,1.99
,11:08:29,4,2700,2543.8,2.13,13.3,9,12.9,0.237,10,0.2,1.99
,11:08:30,4,2700,2544.8,2.12,13.3,9,12.9,0.236,10,0.2,1.99
,11:08:31,4,2700,2545.8,2.12,13.3,9,12.9,0.243,10,0.2,1.99
,11:08:32,4,2700,2546.8,2.12,13.3,9,12.9,0.244,10,0.2,1.99
,11:08:33,4,2700,2547.8,2.13,13.3,9,13,0.237,10,0.2,1.99
,11:08:34,4,2700,2548.8,2.13,13.3,9,13,0.237,10,0.2,1.99
,11:08:35,4,2700,2549.8,2.12,13.3,9,13,0.237,10,0.2,1.99
,11:08:36,4,2700,2550.8,2.12,13.3,9,13,0.23,10,0.2,1.99
,11:08:37,4,2700,2551.8,2.12,13.3,9,13,0.223,10,0.2,1.98
,11:08:38,4,2700,2552.8,2.12,13.3,9,13,0.23,10,0.2,1.98
,11:08:39,4,2700,2553.8,2.12,13.3,9,13,0.236,10,0.2,1.98
,11:08:40,4,2700,2554.8,2.12,13.3,9,13.1,0.243,10,0.2,1.98
,11:08:41,4,2700,2555.8,2.11,13.3,9,13.1,0.243,10,0.2,1.98
,11:08:42,4,2700,2556.8,2.11,13.3,9,13.1,0.242,10,0.2,1.98
,11:08:43,4,2700,2557.8,2.12,13.3,9,13.1,0.243,10,0.2,1.99
,11:08:44,4,2700,2558.8,2.13,13.3,9,13.1,0.245,10,0.2,2
,11:08:45,4,2700,2559.8,2.15,13.3,9,13.1,0.246,10,0.2,2.01
,11:08:46,4,2700,2560.8,2.15,13.3,9,13.1,0.24,10,0.2,2.01
,11:08:47,4,2700,2561.8,2.15,13.3,9,13.1,0.239,10,0.2,2.01
,11:08:48,4,2700,2562.8,2.14,13.3,9,13.1,0.238,10,0.2,2
,11:08:49,4,2700,2563.8,2.14,13.3,9,13.1,0.238,10,0.2,2
,11:08:50,4,2700,2564.8,2.14,13.3,9,13.2,0.232,10,0.2,2.01
,11:08:51,4,2700,2565.8,2.14,13.3,9,13.2,0.232,10,0.2,2.01
,11:08:52,4,2700,2566.8,2.14,13.3,9,13.2,0.232,10,0.2,2
,11:08:53,4,2700,2567.8,2.13,13.3,9,13.2,0.231,10,0.2,1.99
,11:08:54,4,2700,2568.8,2.12,13.3,9,13.2,0.23,10,0.2,1.99
,11:08:55,4,2700,2569.8,2.12,13.3,9,13.2,0.229,10,0.2,1.98
,11:08:56,4,2700,2570.8,2.11,13.3,9,13.2,0.223,10,0.2,1.98
,11:08:57,4,2700,2571.8,2.11,13.3,9,13.2,0.222,10,0.2,1.97
,11:08:58,4,2700,2572.8,2.11,13.3,9,13.2,0.222,10,0.2,1.97
,11:08:59,4,2700,2573.8,2.11,13.3,9,13.2,0.229,10,0.2,1.98
,11:09:00,4,2700,2574.8,2.12,13.3,9,13.2,0.229,10,0.2,1.98
,11:09:01,4,2700,2575.8,2.11,13.3,9,13.2,0.236,10,0.2,1.98
,11:09:02,4,2700,2576.8,2.11,13.3,9,13.2,0.235,10,0.2,1.97
,11:09:03,4,2700,2577.8,2.11,13.3,9,13.3,0.235,10,0.2,1.97
,11:09:04,4,2700,2578.8,2.11,13.3,9,13.3,0.235,10,0.2,1.97
,11:09:05,4,2700,2579.8,2.11,13.3,9,13.3,0.242,10,0.2,1.97
,11:09:06,4,2700,2580.8,2.1,13.3,9,13.3,0.241,10,0.2,1.97
,11:09:07,4,2700,2581.8,2.1,13.3,9,13.3,0.241,10,0.2,1.97
,11:09:08,4,2700,2582.8,2.11,13.3,9,13.3,0.242,10,0.2,1.97
,11:09:09,4,2700,2583.8,2.12,13.3,9,13.3,0.236,10,0.2,1.99
,11:09:10,4,2700,2584.8,2.13,13.3,9,13.3,0.238,10,0.2,2
,11:09:11,4,2700,2585.8,2.13,13.3,9,13.3,0.237,10,0.2,1.99
,11:09:12,4,2700,2586.8,2.11,13.3,9,13.3,0.236,10,0.2,1.98
,11:09:13,4,2700,2587.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:14,4,2700,2588.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:15,4,2700,2589.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:16,4,2700,2590.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:17,4,2700,2591.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:18,4,2700,2592.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:19,4,2700,2593.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:20,4,2700,2594.8,2.1,13.3,9,13.3,0.24,10,0.2,1.96
,11:09:21,4,2700,2595.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:22,4,2700,2596.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:23,4,2700,2597.8,2.11,13.3,9,13.3,0.236,10,0.2,1.98
,11:09:24,4,2700,2598.8,2.12,13.3,9,13.3,0.237,10,0.2,1.99
,11:09:25,4,2700,2599.8,2.14,13.3,9,13.3,0.238,10,0.2,2
,11:09:26,4,2700,2600.8,2.14,13.3,9,13.3,0.239,10,0.2,2.01
,11:09:27,4,2700,2601.8,2.14,13.3,9,13.3,0.232,10,0.2,2.01
,11:09:28,4,2700,2602.8,2.14,13.3,9,13.4,0.232,10,0.2,2
,11:09:29,4,2700,2603.8,2.13,13.3,9,13.4,0.225,10,0.2,2
,11:09:30,4,2700,2604.8,2.12,13.3,9,13.4,0.224,10,0.2,1.98
,11:09:31,4,2700,2605.8,2.11,13.3,9,13.4,0.222,10,0.2,1.97
,11:09:32,4,2700,2606.8,2.09,13.3,9,13.4,0.221,10,0.2,1.96
,11:09:33,4,2700,2607.8,2.09,13.3,9,13.4,0.22,10,0.2,1.96
,11:09:34,4,2700,2608.8,2.09,13.3,9,13.4,0.22,10,0.2,1.96
,11:09:35,4,2700,2609.8,2.09,13.3,9,13.4,0.226,10,0.2,1.95
,11:09:36,4,2700,2610.8,2.07,13.3,9,13.4,0.231,10,0.2,1.94
,11:09:37,4,2700,2611.8,2.05,13.3,9,13.4,0.229,10,0.2,1.92
,11:09:38,4,2700,2612.8,2.04,13.3,9,13.4,0.234,10,0.2,1.91
,11:09:39,4,2700,2613.8,2.03,13.3,9,13.3,0.233,10,0.2,1.9
,11:09:40,4,2700,2614.8,2.02,13.3,9,13.3,0.232,10,0.2,1.9
,11:09:41,4,2700,2615.8,2.03,13.3,9,13.3,0.233,10,0.2,1.9
,11:09:42,4,2700,2616.8,2.04,13.3,9,13.3,0.234,10,0.2,1.91
,11:09:43,4,2700,2617.8,2.06,13.3,9,13.3,0.229,10,0.2,1.93
,11:09:44,4,2700,2618.8,2.07,13.3,9,13.3,0.23,10,0.2,1.93
,11:09:45,4,2700,2619.8,2.07,13.3,9,13.3,0.237,10,0.2,1.94
,11:09:46,4,2700,2620.8,2.07,13.3,9,13.3,0.237,10,0.2,1.93
,11:09:47,4,2700,2621.8,2.08,13.3,9,13.3,0.231,10,0.2,1.94
,11:09:48,4,2700,2622.8,2.08,13.3,9,13.3,0.232,10,0.2,1.95
,11:09:49,4,2700,2623.8,2.1,13.3,9,13.3,0.234,10,0.2,1.96
,11:09:50,4,2700,2624.8,2.1,13.3,9,13.3,0.234,10,0.2,1.96
,11:09:51,4,2700,2625.8,2.1,13.3,9,13.3,0.234,10,0.2,1.96
,11:09:52,4,2700,2626.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:53,4,2700,2627.8,2.1,13.3,9,13.3,0.234,10,0.2,1.97
,11:09:54,4,2700,2628.8,2.11,13.3,9,13.3,0.235,10,0.2,1.98
,11:09:55,4,2700,2629.8,2.12,13.3,9,13.3,0.236,10,0.2,1.98
,11:09:56,4,2700,2630.8,2.12,13.3,9,13.3,0.236,10,0.2,1.98
,11:09:57,4,2700,2631.8,2.12,13.3,9,13.3,0.229,10,0.2,1.98
,11:09:58,4,2700,2632.8,2.11,13.3,9,13.3,0.229,10,0.2,1.98
,11:09:59,4,2700,2633.8,2.11,13.3,9,13.3,0.228,10,0.2,1.97
,11:10:00,4,2700,2634.8,2.1,13.3,9,13.3,0.227,10,0.2,1.97
,11:10:01,4,2700,2635.8,2.09,13.3,9,13.3,0.227,10,0.2,1.96
,11:10:02,4,2700,2636.8,2.09,13.3,9,13.3,0.226,10,0.2,1.95
,11:10:03,4,2700,2637.8,2.09,13.3,9,13.3,0.22,10,0.2,1.95
,11:10:04,4,2700,2638.8,2.08,13.3,9,13.2,0.22,10,0.2,1.95
,11:10:05,4,2700,2639.8,2.08,13.3,9,13.2,0.219,10,0.2,1.95
,11:10:06,4,2700,2640.8,2.07,13.3,9,13.2,0.218,10,0.2,1.94
,11:10:07,4,2700,2641.8,2.06,13.3,9,13.2,0.223,10,0.2,1.93
,11:10:08,4,2700,2642.8,2.05,13.3,9,13.2,0.228,10,0.2,1.92
,11:10:09,4,2700,2643.8,2.03,13.3,9,13.2,0.227,10,0.2,1.9
,11:10:10,4,2700,2644.8,2.03,13.3,9,13.2,0.233,10,0.2,1.9
,11:10:11,4,2700,2645.8,2.03,13.3,9,13.2,0.226,10,0.2,1.9
,11:10:12,4,2700,2646.8,2.03,13.3,9,13.2,0.233,10,0.2,1.9
,11:10:13,4,2700,2647.8,2.03,13.3,9,13.2,0.233,10,0.2,1.9
,11:10:14,4,2700,2648.8,2.03,13.3,9,13.2,0.233,10,0.2,1.9
,11:10:15,4,2700,2649.8,2.03,13.3,9,13.2,0.226,10,0.2,1.9
,11:10:16,4,2700,2650.8,2.03,13.3,9,13.2,0.226,10,0.2,1.9
,11:10:17,4,2700,2651.8,2.03,13.3,9,13.2,0.226,10,0.2,1.9
,11:10:18,4,2700,2652.8,2.03,13.3,9,13.2,0.232,10,0.2,1.9
,11:10:19,4,2700,2653.8,2.03,13.3,9,13.2,0.233,10,0.2,1.9
,11:10:20,4,2700,2654.8,2.04,13.3,9,13.2,0.228,10,0.2,1.91
,11:10:21,4,2700,2655.8,2.06,13.3,9,13.1,0.23,10,0.2,1.93
,11:10:22,4,2700,2656.8,2.07,13.3,9,13.1,0.231,10,0.2,1.94
,11:10:23,4,2700,2657.8,2.07,13.3,9,13.1,0.231,10,0.2,1.94
,11:10:24,4,2700,2658.8,2.07,13.3,9,13.1,0.23,10,0.2,1.93
,11:10:25,4,2700,2659.8,2.06,13.3,9,13.1,0.23,10,0.2,1.93
,11:10:26,4,2700,2660.8,2.06,13.3,9,13.1,0.23,10,0.2,1.93
,11:10:27,4,2700,2661.8,2.07,13.3,9,13.1,0.23,10,0.2,1.94
,11:10:28,4,2700,2662.8,2.07,13.3,9,13.1,0.231,10,0.2,1.94
,11:10:29,4,2700,2663.8,2.08,13.3,9,13.1,0.225,10,0.2,1.95
,11:10:30,4,2700,2664.8,2.08,13.3,9,13.1,0.22,10,0.2,1.95
,11:10:31,4,2700,2665.8,2.09,13.3,9,13.1,0.22,10,0.2,1.96
,11:10:32,4,2700,2666.8,2.09,13.3,9,13.1,0.227,10,0.2,1.96
,11:10:33,4,2700,2667.8,2.08,13.3,9,13,0.232,10,0.2,1.95
,11:10:34,4,2700,2668.8,2.07,13.3,9,13,0.231,10,0.2,1.94
,11:10:35,4,2700,2669.8,2.06,13.3,9,13,0.23,10,0.2,1.93
,11:10:36,4,2700,2670.8,2.05,13.3,9,13,0.229,10,0.2,1.92
,11:10:37,4,2700,2671.8,2.06,13.3,9,13,0.229,10,0.2,1.93
,11:10:38,4,2700,2672.8,2.06,13.3,9,13,0.23,10,0.2,1.93
,11:10:39,4,2700,2673.8,2.06,13.3,9,13,0.23,10,0.2,1.93
,11:10:40,4,2700,2674.8,2.06,13.3,9,13,0.229,10,0.2,1.93
,11:10:41,4,2700,2675.8,2.06,13.3,9,13,0.229,10,0.2,1.93
,11:10:42,4,2700,2676.8,2.05,13.3,9,13,0.229,10,0.2,1.92
,11:10:43,4,2700,2677.8,2.05,13.3,9,13,0.229,10,0.2,1.92
,11:10:44,4,2700,2678.8,2.05,13.3,9,13,0.228,10,0.2,1.92
,11:10:45,4,2700,2679.8,2.05,13.3,9,12.9,0.228,10,0.2,1.92
,11:10:46,4,2700,2680.8,2.05,13.3,9,12.9,0.228,10,0.2,1.92
,11:10:47,4,2700,2681.8,2.06,13.3,9,12.9,0.229,10,0.2,1.93
,11:10:48,4,2700,2682.8,2.07,13.3,9,12.9,0.23,10,0.2,1.94
,11:10:49,4,2700,2683.8,2.08,13.3,9,12.9,0.231,10,0.2,1.94
,11:10:50,4,2700,2684.8,2.08,13.3,9,12.9,0.232,10,0.2,1.95
,11:10:51,4,2700,2685.8,2.08,13.3,9,12.9,0.232,10,0.2,1.95
,11:10:52,4,2700,2686.8,2.08,13.3,9,12.9,0.232,10,0.2,1.95
,11:10:53,4,2700,2687.8,2.09,13.3,9,12.9,0.226,10,0.2,1.96
,11:10:54,4,2700,2688.8,2.09,13.3,9,12.9,0.22,10,0.2,1.95
,11:10:55,4,2700,2689.8,2.08,13.3,10,12.8,0.214,10,0.2,1.95
,11:10:56,4,2700,2690.8,2.08,13.3,9,12.8,0.219,10,0.2,1.94
,11:10:57,4,2700,2691.8,2.07,13.3,9,12.8,0.218,10,0.2,1.94
,11:10:58,4,2700,2692.8,2.06,13.3,9,12.8,0.223,10,0.2,1.93
,11:10:59,4,2700,2693.8,2.06,13.3,9,12.8,0.223,10,0.2,1.93
,11:11:00,4,2700,2694.8,2.06,13.3,9,12.8,0.223,10,0.2,1.93
,11:11:01,4,2700,2695.8,2.05,13.3,9,12.8,0.228,10,0.2,1.92
,11:11:02,4,2700,2696.8,2.04,13.3,9,12.8,0.228,10,0.2,1.91
,11:11:03,4,2700,2697.8,2.04,13.3,9,12.8,0.227,10,0.2,1.91
,11:11:04,4,2700,2698.8,2.04,13.3,9,12.8,0.227,10,0.2,1.91
,11:11:05,4,2700,2699.8,2.04,13.3,9,12.7,0.228,10,0.2,1.92
,11:11:06,4,2700,2700.8,2.05,13.3,9,12.7,0.229,10,0.2,1.92
,11:11:07,4,2700,2701.8,2.06,13.3,9,12.7,0.23,10,0.2,1.93
,11:11:08,4,2700,2702.8,2.06,13.3,9,12.7,0.23,10,0.2,1.93
,11:11:09,4,2700,2703.8,2.06,13.3,9,12.7,0.23,10,0.2,1.93
,11:11:10,4,2700,2704.8,2.05,13.3,9,12.7,0.236,10,0.2,1.92
,11:11:11,4,2700,2705.8,2.05,13.3,9,12.7,0.235,10,0.2,1.92
,11:11:12,4,2700,2706.8,2.05,13.3,9,12.7,0.228,10,0.2,1.92
,11:11:13,4,2700,2707.8,2.06,13.3,9,12.6,0.229,10,0.2,1.93
,11:11:14,4,2700,2708.8,2.06,13.3,9,12.6,0.229,10,0.2,1.93
,11:11:15,4,2700,2709.8,2.05,13.3,9,12.6,0.236,10,0.2,1.92
,11:11:16,4,2700,2710.8,2.05,13.3,9,12.6,0.229,10,0.2,1.92
,11:11:17,4,2700,2711.8,2.05,13.3,9,12.6,0.228,10,0.2,1.92
,11:11:18,4,2700,2712.8,2.05,13.3,9,12.6,0.229,10,0.2,1.92
,11:11:19,4,2700,2713.8,2.07,13.3,9,12.6,0.23,10,0.2,1.94
,11:11:20,4,2700,2714.8,2.09,13.3,9,12.6,0.226,10,0.2,1.95
,11:11:21,4,2700,2715.8,2.09,13.3,9,12.5,0.22,10,0.2,1.96
,11:11:22,4,2700,2716.8,2.08,13.3,10,12.5,0.214,10,0.2,1.95
,11:11:23,4,2700,2717.8,2.07,13.3,9,12.5,0.219,10,0.2,1.94
,11:11:24,4,2700,2718.8,2.07,13.3,9,12.5,0.224,10,0.2,1.94
,11:11:25,4,2700,2719.8,2.08,13.3,9,12.5,0.231,10,0.2,1.94
,11:11:26,4,2700,2720.8,2.07,13.3,9,12.5,0.231,10,0.2,1.94
,11:11:27,4,2700,2721.8,2.07,13.3,9,12.5,0.231,10,0.2,1.94
,11:11:28,4,2700,2722.8,2.07,13.3,9,12.5,0.23,10,0.2,1.93
,11:11:29,4,2700,2723.8,2.05,13.3,9,12.4,0.229,10,0.2,1.92
,11:11:30,4,2700,2724.8,2.05,13.3,9,12.4,0.229,10,0.2,1.92
,11:11:31,4,2700,2725.8,2.05,13.3,9,12.4,0.228,10,0.2,1.92
,11:11:32,4,2700,2726.8,2.05,13.3,9,12.4,0.228,10,0.2,1.92
,11:11:33,4,2700,2727.8,2.04,13.3,9,12.4,0.228,10,0.2,1.91
,11:11:34,4,2700,2728.8,2.04,13.3,9,12.4,0.228,10,0.2,1.91
,11:11:35,4,2700,2729.8,2.05,13.3,9,12.4,0.228,10,0.2,1.92
,11:11:36,4,2700,2730.8,2.04,13.3,9,12.4,0.228,10,0.2,1.91
,11:11:37,4,2700,2731.8,2.04,13.3,9,12.3,0.227,10,0.2,1.91
,11:11:38,4,2700,2732.8,2.03,13.3,9,12.3,0.226,10,0.2,1.9
,11:11:39,4,2700,2733.8,2.03,13.3,9,12.3,0.226,10,0.2,1.9
,11:11:40,4,2700,2734.8,2.02,13.3,9,12.3,0.225,10,0.2,1.89
,11:11:41,4,2700,2735.8,2.02,13.3,9,12.3,0.219,10,0.2,1.89
,11:11:42,4,2700,2736.8,2.03,13.3,9,12.3,0.214,10,0.2,1.9
,11:11:43,4,2700,2737.8,2.04,13.3,9,12.3,0.215,10,0.2,1.91
,11:11:44,4,2700,2738.8,2.04,13.3,9,12.3,0.221,10,0.2,1.91
,11:11:45,4,2700,2739.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:11:46,4,2700,2740.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:11:47,4,2700,2741.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:11:48,4,2700,2742.8,2.03,13.3,9,12.2,0.226,10,0.2,1.9
,11:11:49,4,2700,2743.8,2.02,13.3,9,12.2,0.225,10,0.2,1.89
,11:11:50,4,2700,2744.8,2.02,13.3,9,12.2,0.225,10,0.2,1.89
,11:11:51,4,2700,2745.8,2.02,13.3,9,12.1,0.225,10,0.2,1.89
,11:11:52,4,2700,2746.8,2.02,13.3,9,12.1,0.226,10,0.2,1.9
,11:11:53,4,2700,2747.8,2.03,13.3,9,12.1,0.226,10,0.2,1.9
,11:11:54,4,2700,2748.8,2.04,13.3,9,12.1,0.227,10,0.2,1.91
,11:11:55,4,2700,2749.8,2.04,13.3,9,12.1,0.227,10,0.2,1.91
,11:11:56,4,2700,2750.8,2.04,13.3,9,12.1,0.227,10,0.2,1.91
,11:11:57,4,2700,2751.8,2.03,13.3,9,12.1,0.227,10,0.2,1.9
,11:11:58,4,2700,2752.8,2.03,13.3,9,12,0.226,10,0.2,1.9
,11:11:59,4,2700,2753.8,2.02,13.3,9,12,0.225,10,0.2,1.89
,11:12:00,4,2700,2754.8,2.02,13.3,9,12,0.226,10,0.2,1.9
,11:12:01,4,2700,2755.8,2.03,13.3,9,12,0.226,10,0.2,1.9
,11:12:02,4,2700,2756.8,2.02,13.3,9,12,0.226,10,0.2,1.9
,11:12:03,4,2700,2757.8,2.02,13.3,9,12,0.225,10,0.2,1.89
,11:12:04,4,2700,2758.8,2.02,13.3,9,12,0.218,10,0.2,1.89
,11:12:05,4,2700,2759.8,2.01,13.3,9,11.9,0.218,10,0.2,1.89
,11:12:06,4,2700,2760.8,2.02,13.3,9,11.9,0.218,10,0.2,1.89
,11:12:07,4,2700,2761.8,2.02,13.3,9,11.9,0.219,10,0.2,1.89
